medicare provider number,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number
50110,1821.3563837292859,46348.98074491053,835.999800685,,,2677126.52109125,123950.05447188889,,183757.66038328572,,506598.86425761104,260567.06319383334,,,,,,,,,,,3591.87358355125,,142824.36856854163,,,,,50110
50112,,,,,,1344.4996794499998,,1833.9995627500002,,,3322898.3158128746,1024676.480905775,37259.471617,11487.991868000001,,,,3271.398720953333,,2927.69892647,,,,,,53662.650227255566,,,220488.30714,50112
50115,6415.7442716774995,127054.63637368867,28838.987109200003,1437155.8447883334,12235.954008140834,7702825.360538589,8803910.427296001,,515931.87699499994,,22168211.770410717,5355330.4942454295,,,,,,1073.7496280125001,,1200.6661748783333,,,,,68440.14159176666,27967.88187131111,,,44972.185933400004,50115
50116,37390.454431,-647.249762875,7379.99824045,,9800.120805064375,412894.31012250006,,,,12392.497045,9277787.35437,1488047.2237975833,3135563.6226500003,551113.0111799999,,,,5825.164246781667,,,874.5996586040001,,,57734.207065976465,88833.11646637927,35223.99139091199,,,,50116
50118,,,7163.823641557828,,1476.3994869800003,,,,8986248.38111111,,,,4055.499033100001,403.49990379999997,,,,,,,,93196.977781,,,27047.28177802083,,,,,50118
50122,3985.0497285664997,8722.999255503999,19028.0,50822.16369866667,,,312177.65844666667,,,,169097.48767,34375.9760275,,,,,,2195.3331924244444,2718.869351525217,712.4258050619999,,,,13691.999927316667,197586.9398820909,6604.4976025,,,,50122
50125,15331.499547755002,,2891.2493739250003,67815.7388754025,7302.587721617647,4403308.7726,133241.99435,2062235.282382857,,,1872724.97465,277911.4578775,94170157.55828667,10149840.033300666,,,,1146.4999148291665,,,,3821.499695,,,57570.315182666665,28849.996875,,,,50125
50126,29267.13936818,,33172.20220061818,156843.61102399998,,176089.70840725,,,,,,,,,,,,7044.989344649999,1227.749642166,,,,7.499996565050001,416614.1813848677,179862.4312193,89.999989271,,,59818.258859,50126
50127,880.7853140939,1640851.0434220494,,31351.648284666666,6007.3889466826095,569429.0650222857,725935.7122553332,50705.64249225967,,22684.494592,8166407.451366652,1686491.3250564612,851220.4448375123,176809.4240543975,,,,,,,,1014749.4901099999,90671.956766,,101533.94373598417,,,,,50127
50128,,64745.69403521113,2449.9994159000003,,12333.787522741666,6337884.297229167,7685512.357866667,,,,14730561.055241667,3582203.2179046664,,,,,,4499.456654391666,,,,,,,379937.68547787494,5892.798595179999,,,,50128
50129,,,14296.4921555,83175.980169,26748.873198482353,1078353.8674831665,548128.9841768333,,42162.3899478,,10868845.955227777,2080360.5713366668,2431997.0654,484572.7989966666,,,,4287.0397736791665,1049.49920794,,,,,,51778.30418070876,5738.665298463333,556834.847060909,,,50129
50131,4008.4983091,42.666662597666665,8533.332688533334,78237.21366055556,1445.1664312166668,,2508131.453075,,,,3911573.614609333,974476.1334733332,214221.0,58236.0,,,,,,,,,,,48069.49686233636,3399.9985979999997,,,,50131
50133,40188.99041833333,9.999997616,6138.36155835682,3142.7992507114004,14317.876604654764,,3651803.781066667,,39788.38431746,,18580657.77026923,5290343.388986922,,,,,,,,,,,,28609.993178999997,386436.3081835571,12258.246840400001,,,14090.491911500001,50133
50135,,3828.799686698,,,1574.7667861774999,,,,,,,,,,,,,,2567.6664633333335,,,,,,5398.499283917499,1352.9994542000002,,,,50135
50145,4927.249783728334,248.83332865116668,,,111.66665406933333,,15399.998372999999,,,,15399.998372999999,6977.9991652,,,,,,,,,,,2458.30734614,,,24894.998561599998,,,,50145
50150,395.4998492,-1397.4996665,,,4474.598581935001,567500.7795272223,837977.190942,,46425.988931,,5474932.022918001,1555458.6412486667,862474.9521625,235286.1623775,,,,,,,,,,,39427.35071179063,,,,,50150
50152,5113.63467683909,652032.0147345293,,144966.4891906,8018.996381801875,742316.3811437142,207378.27052944445,,,159014.46209,4292801.09646039,968605.7177311666,37145.657810666664,8149.664723700001,,,,,1263.6662550083333,2429.5824599875,,,,794801.3604559998,31624.608055099998,69983.030927875,,,135485.78184311112,50152
50158,,3499.99987425,2614.4274568799997,-84.9999893,1107.7691673104616,,,,,,,,,,,,,,1631.1814144181817,,,1563.69991063,,12434.922404515924,94950.7742367261,2599.9997540633335,,,8511.496955999999,50158
50159,,,,,,18570243.572350003,231560.44479250003,414400.8925088889,,,56391351.667294115,15676025.872054115,2352691.4237969234,751591.4325769233,,,,3638.8558024714284,,4270.39860904,,,11190.796367813335,201260.45202,13522.565367277142,,,,,50159
50169,,250489.82682030002,38898.87098837111,,,110562.3472788,,,,,,,,,,,,5864.211495959999,,,,,,,304161.1327638571,8320.661454966668,,,108467.948278,50169
50174,4396.49895142725,40423.263082511665,,,1052.5879037901764,,13091814.087677775,77028.98163466668,400398.38369166665,417960.71329000004,53738000.32453944,10470667.242584668,1131292.8247839548,198602.2764292463,,,29.9999928475,1478.5828540516666,,0.49999988079999996,,,,33854.23292585963,87561.69307180715,32965.99135720333,792644.9717991665,,,50174
50179,,,,50335.759328223074,16405.950288443477,83784.4668675,,,,,10279979.339381818,1670827.4569954546,,,,,,1158.4995566272728,,,,,,134834.9517775,143181.37678017392,7593.4972841,,,,50179
50180,,1358908.468467376,,,15022.346432043478,,540718.9625566667,,93721.56262242857,,3561079.8265,819190.9849299999,,,,,,5951.347153252174,3152.7642884999996,,,,,,389355.7156506957,84617.31757999999,,,,50180
50189,,,,,2867.183051062265,1198352.4286,10074747.19595,,,27091.987081500003,,,,,1368.951735096938,8586.234025419215,6222.997032675,,,,,,,,43130.735904647365,,,,,50189
50191,,,,,19899.564104364286,823390.4180225,795272.2963042856,,1581407.80912625,2269375.45895,6486823.809656249,1471302.7244599997,710301.2110425001,156115.18668175,,,,3763.6414299571434,,,,3068.49764855,247.39992446520006,122124.70013219166,33673.359214566255,1699.9984884,591312.0086816667,,,50191
50192,5312.414809675833,2253204.0903802547,1307.499168308,,,133518.5595498,82936.48022649999,6632.330372066666,,,420850.28489500005,154520.14800933332,390311.0,126378.5,320.8665661088467,340.249888996325,,,,,,306173.0,,,24821.1814289375,,,,46225.0,50192
50194,,-1297.499381,6089.39646278,,5164.328901600001,,1563868.6810957142,461828.52978000004,,,27172632.72875941,4046260.9339230587,1924414.7916417357,264381.8597015423,,,,1239.199324988,,,,,,,55880.48667699999,1757.6658285266667,,,,50194
50195,40656.7755172,,,,2274.825291334783,9049774.759447142,6278.99649225,,,6771.498385499999,,,,,,,,,,,,,53270.148244791664,999.9997615999999,182573.646140125,26922.992638187498,,,,50195
50197,2720.856417094286,12173.439994002023,2549.99939205,78458.39963178571,864.4441818619999,459477.3141894845,,,,32855.4921665,189572.70760685,37559.38194791399,210470.6164866667,39788.99051366667,,,,10288.596532926667,7387.296833945002,,,707.4997216824999,,,56045.740549909526,54718.33327391177,,,166858.1454113,50197
50204,25237.996960500004,,,,15443.399845800002,,,31670.665468000003,,,164838.5,26898.5,195255.30137,34427.499258,,,,,,,,,,,41881.55953,21622.666352733333,,,,50204
50222,,441919.548163077,1043.461069506077,1210.499410765,2951.7990045519996,128654.938651,1744093.3420811112,1149228.778529111,479890.1006704445,,27240497.992438886,5083605.182786111,2423182.215299312,456281.9791496875,,,,1210.8449666259999,,,1372.299262159,,,,1087.2494815448752,38697.64769692221,,,9419.9955082,50222
50224,15972.9961675325,1261856.2521604598,,,20794.511749447825,,1924394.7149477778,226222.27428399998,,,20236977.64503177,6502543.147129706,,,,,,3258.998389308695,3072.476730573913,,,,,1482106.9343019999,1290638.4183105216,58675.52920418,,,67860.9125876111,50224
50225,8031506.999143834,136834.9911,,538314.0,12186.5,11889823.02875,2108651.9525099997,665816.0,16575.749561225,23355.995291,51592008.2403,8027559.307370001,1714846.0621,276819.9922366667,,,,,,,,62594.993322,,,9411.997089,,,,,50225
50226,25695.7938736,76893.24965042857,21120.39443312,3645.49770515,,,1488288.4492442855,258257.73145499997,95684.91931520001,209131.6168076667,21137487.39293647,3435536.5606014114,1336956.6773057145,270310.70859999995,,,,2107.383916196923,,234.499851395,2237.2489712833335,,15792.99241882,,298166.96648116666,6255.6651751516665,,,,50226
50228,,3086832.4625507146,,12478340.225461582,,152208485.85036257,7590526.232677777,,1133184.3477509997,,6013802.896083333,1530756.3666216666,,,,,,1538.999310058095,2790.7609274428573,,,,,,,4812.79837258,,,13156.793009419998,50228
50231,,12123.992851,,1382.5,43706.605870304345,1405264.0,352923.8516078143,,72377.995574625,286453.996575,7829262.155679713,1091234.1167589787,6391033.8411,943693.89863,,,,14060.53173232,3095.6084350782608,,,452253.71438250004,,,1411895.5326995654,2468.0,,,144592.0,50231
50232,881.2494996675,10017.9976135552,5558.999862033333,72049.4828225,1873.9993724208334,223406.51396666665,2173649.04637,,,,8695803.883205384,1359307.950869385,,,,,,,,,,,,,55285.323414072736,5421.661441752633,,,,50232
50235,70434.33239166667,847075.8230826,51654.247303,210639.0,65923.371303575,1445875.0,,,1374.0,,12112000.0,1799964.0,,,,,,4812.651736521739,,,,,,435390.9044317647,35526.594246,32991.843275769235,,,101552.99630888889,50235
50236,8071.798593174601,9682.9490364385,22397.36641131579,157095.576507,109495.99897333334,482984.9364320001,,493016.0,283510.99589,,101213.24982875,23657.74916525,1077075.95342,261159.356164,,,,506.8749794325,,,743.49979131,74030.86101852173,40107.0,,8911.453901385454,2295.0,,,,50236
50239,12071.181660389908,41248.808507431255,27361.99810635294,104249.99280825,6538.333333333333,783808.8568475,2722778.0,2408890.0,204634.0,679941.0,16960133.54719779,3000352.456924131,54975467.84885715,9764829.861428572,,,,3304.347683708696,3372.0432283869563,,3057.0414740291667,381155.06899904757,1054.6664883,247099.54187000002,97516.5681781857,101544.99396944,,,,50239
50242,8789.9887452,7168.996929917002,,178917.21512742856,4948.115615352941,695101.3084075002,3489573.192412111,55599.486743999994,155463.71293500002,,22142659.654427778,4688445.570330556,1157420.4508011427,248637.30878140003,,,,2664.332288681667,,,,37.499963055500004,457.9089519181818,,60124.31235487474,3515.79871926,,,,50242
50243,,,14759.383114001304,,8454.073310395383,916668.2718849999,,,,,5416088.5737000005,713058.704844,1107308.2427965,152977.30382089998,,,,7482.538357225002,,,,,,,120561.78989846249,59066.146156405,,,48896.64998414,50243
50245,,2099792.8327,2003131.0570012499,9156.163047633334,32064.990814857145,249677941.76937503,128926397.97614285,,,,260025414.97970244,81109979.97169563,7249.9971848,2473.665342,,,,5185.2897899875,,2311.3324012883336,4888.914756591666,,,,,28626.65879603333,264834.7406020769,,,50245
50248,,22.499994635500002,399.99990463,,9735.646606824997,29294105.83185652,407250.15290249995,357917.914665,227120.19585,6572923.532813333,33989192.055738576,6547992.438060715,,,,,,1736.8881315555554,,,,1481263.0735253328,,,272675.26216275,,,,,50248
50254,6359.103984666365,1172.99978085,41665.49314203333,,6047.817856024999,,,,,,16836549.93037667,3322390.256067122,,,,,,,,,,,306.6665701928572,,161703.97917473913,2932.4996504299997,,,,50254
50257,1456.0,200307.37690857143,,,1888.9996955777779,,,,,,4467666.058551429,1620654.513107143,,,,,,,,,,,36004.9995505,,7810.362901340909,,,,,50257
50261,3204.3992157864004,,,,2970.3323700211113,783105.3298895833,,,,,4239129.19511,937005.847036,,,,,,,,,,,,,60447.112239554546,,,,,50261
50262,,,,,,8295567.914564706,1206324.755095,26069369.7845,,8909915.146983335,82845899.5205,27798290.394500002,5070159.329524,1662605.8391868002,,,,7320.372531483333,3599.3320849291667,,,,,,,59480.69451566667,14159528.856883334,,105302.83719975,50262
50272,3.9999980926500003,87115.18483334502,15664.737863500002,,8751.30592318889,,,,,,3032468.24586,657074.8845820001,424875.03893942,94630.76211176,,,,3130.45681602,,,,5372.493500133333,,,323247.886963855,474.49971596449996,,,,50272
50278,34963.485894800004,,32382.999948599998,208559.0839722,18353.116288482353,,5762444.563279999,,,,45310224.3325,6027454.779916666,,,,,,2562.1535366153844,,,,,,183109.77722062985,19930.9875,18232.4964309,,,44036.329138,50278
50280,13056.988937,,9571.66345851111,275470.3713648182,18262.6171847475,166394.74681971426,6289201.8017775,,25402.565372185712,19355.4953855,31886843.328858823,7226194.23738353,,,,,,3190.955372526086,3334.948759974,,,33375.865160375004,,,217884.75987524173,4927.219976833333,,,,50280
50283,,7293.775533838543,,27144.5889808,5631.270477131818,,3745755.3767374996,104846.708618875,2411261.7562375,2846911.0918000005,,,2403339.148052667,479833.92124,,,,,,,,,71.999982834,,142556.34522216782,11361.7972912,,,,50283
50289,,426936.4370663636,3820.9991182,112367.90528404,,,,,,,19647095.2455,3550759.8411,,,,,,164.33329415333333,3306.1485938710002,,,44.9999892715,,,141975.18721966667,21106.9942797,,,,50289
50290,384.4998424913333,36494.841258571425,25325.660628726666,387810.86752599996,6575.263892574386,763327.318005,,,2111076.9041,773529.5981733333,7848238.1288,1797521.5714,,,,,,1260.062122550625,,,,18909.9954915,,482854.97335213574,233555.14391999997,19942.281949235716,,,55680.962413999994,50290
50291,27612.495205500003,40415.978082,55406.577840499995,,17657.992066333336,248699.0,4648104.228316667,,,,18845815.519,5894497.426235714,322399.0,88560.5,,,,2294.6518296478257,,,,,,,165507.2867060435,17821.7496495,,,,50291
50292,10978.371214021294,4440285.715003749,19777.990451195,44930.47864133333,6096.762135294117,87482615.79494442,23573030.54714286,,,,122590410.01713997,33344824.012806665,,,,,,7436.2698876681825,,,,842792.7990649999,698.7594165924286,70014.44030275881,1956543.8595333332,,,,56997.23641075,50292
50295,,8477.4977427875,5284.494590599999,142875.918174,20559.660184516666,-7446.000513619996,127821.04407866666,,,,13713591.767917214,2940029.647932029,,,,,,2522.3519633058827,,,,,,,46784.250080007645,2662.4993652000003,,,,50295
50296,7815.494625149999,178732.95738500002,,,834.6663336497143,2057197.726245,1579712.812675222,85184.82546457143,204944.16502375,,5888634.2865361115,2120877.3281716667,536489.789288525,178077.679427475,37.499991058999996,46.999988794000004,,1257.4993978375,,,,,,,57750.43969316667,1699.9995946499998,,,,50296
50300,,,,,,,,,,,19429764.607800003,3845304.87068,1494987.1211666667,303072.80726000003,,,,2096.927875192857,,,,,,,,977.4997669449999,,,,50300
50301,8713.998870966667,85299.97831,2405.79920804,68203.27607628572,4056.1107567666672,28161.0,2453756.5,5374.0,34966.0,,13663223.820966668,3819679.978688889,95498.0,28997.0,,,,173.5908969746818,,,,65596.75,,,94325.86746625,,,,,50301
50305,11925.491019655,,262781.0923375,394090.3588489091,13782.994391999999,,,,,,93844772.19514285,26636574.622285716,45713.1999953178,12902.1999971238,,,,14798.62477762174,,1026.2063636799999,,,,663697.6605469566,325202.7699149182,20836.425411285716,606178.7028475001,,341339.22545047366,50305
50308,53165.582044375,84010.23049191643,,,8478.9950073,,,,,,,,,,,,,,,,,,36312.34898475,,47348.4745845,13258.659502150002,,,,50308
50309,,255229.17734999504,2115.99995650375,,18282.209538910527,22019.9974486,16834453.833333332,,,,32131037.98985714,7492661.393150001,1053021.0,240939.0,,,,2874.636122110909,2288.1332277466663,320.0,,100236.5,,1128836.0,371173.4392122353,61032.16186495833,,,75364.54721255557,50309
50324,,23699.280673513,,374403.26025950006,41030.483350125,7499.99642385,1967246.431311111,,,,18407403.986621115,4389169.938582722,110088.73895184002,23963.189877952,,,,,,,,1927956.7957000001,,1285807.7999670834,119669.25616708334,48141.834058984285,,,1498.332609463889,50324
50327,1607.2499250750002,11092176.855971428,79258.63406212727,315475.42478500004,8977.042962247826,16300033.361054001,4565370.4404125,4493611.2027375,508874.28627257503,194202.353725,47523996.60902133,9598315.418945266,18221191.306028575,3543948.4133042856,,,,51402.78781882916,8214.54060825833,,,,7802.249404928375,661.499842285,,93397.55499992857,6475353.053370833,,25827.59667346667,50327
50329,16204.994691999998,1108577.3351666667,,75057.09824955555,14118.142092664286,,17105.987671000003,1301253.6688275,7997.996982,,58013.48330475,12943.498994025002,619014.9269000001,133716.62488336363,,,,,,,,,,,59049.88547377777,3400.0,,,,50329
50334,15263.687316856,1314.499657707,13660.917771369232,836139.859272,9715.607634606109,2531358.5921036364,532134.4067240001,3160885.24635,,,12659576.9343,5067923.753225,5882118.5379204005,2126970.124019229,,,,1719.4730231847368,,,,,,,369003.03517368744,33469.656504666666,,,,50334
50335,17643.5989127,2163178.4019647827,4620.307444923076,37494.39943276,8236.0,57840.0,1930862.27226625,19850.0,,23305.140673857146,12696924.37746154,2854835.8569015386,1014877.6986333333,229434.30685000002,2230.874768341667,2310.5830624370833,521.49997378,,,,,5143.777080955555,,,6046.399707850001,,,,,50335
50336,4864.166606468333,,36767.32509983334,58003.660651833336,6411.3804519333335,8217.0,,,28560.0,,,,,,,,,,,,,63526.977225999995,,36355.325228333335,115949.0413774737,3400.0,,,,50336
50342,3377.4572481456253,10079.841141556,3711.16514675,,,2167272.2277486958,471847.88750225,,,,3451706.1770471423,833167.229927143,47463.9729155,11311.987627999999,,,,,,,,130002.385955,,457.499890925,197564.43169591666,,,,,50342
50348,,370782.507608,,9023.9978485,616.999852895,3412382.476704584,9886342.648712499,,21527.993707471433,6666.665077199999,129691900.29807857,28390071.388892855,,,,,,11121.462297426664,2791.4989790708337,2075.874288292917,,,136.999967335,2380748.4764737496,1301743.2215383332,9799.585261905882,3355651.525112174,,14379.620668862499,50348
50351,,,,,,,,,,824832.9650675,54179190.005333334,12841699.054,,,,,,5337.124627233333,,2324.4163303625,,,,,1293235.5938914286,3909.5,,,,50351
50352,4132.865902228001,14283.9373483325,54401.398039540996,545869.0,4358.187026437499,,2066143.4739625,,,,9477058.664107742,3015634.3169941716,,,368.9090783218182,435.54544353909097,36.99999765893333,,,,,,,,58839.79213327334,1955.0,,,,50352
50353,140786.49957210632,2803.9993315,126230.85055800715,7885.49811995,1799.1043464233333,111200.86405137501,,,,,,,,,,,,3781.7494486958335,,,,,,19222.595127439996,27961.492509685835,26650.6229840375,,,38578.833133500004,50353
50357,,,,25984.332948,954.999910809,,96633.390616,,1334.0,,990829.9839100001,292758.99220875,,,,,,,,,,,256352.91780999998,,22635.6288015,,,,,50357
50359,2919.4993039499996,1450710.921892875,,,1132.999742018125,958197.2519742105,0.6666664160333333,0.6666664160333333,0.6666664160333333,0.6666664160333333,1861520.3561773486,494789.28201935085,6.666662248000001,2.9999989180666664,,,,215.1665914066667,,,,,,,55126.0799624,,,,,50359
50360,91.0,1655.2499652249999,8494.0,,,38614.5,12778919.126414286,,,,22076871.387116924,4835089.498731,,,,,,1141.8259545808696,7990.82541318261,,,,,,378063.49244914285,47398.5977054,,,,50360
50367,178.99993512,,,,59663.43093734783,,,,,,62664678.389,9351836.7728993,,,,,,2426.7388037913047,,,,,42236.0,619631.856165,280176.2790578696,8292.9981165,,,,50367
50380,67880.38348882833,132238.6304068069,,59.9999832505,23005.575001983336,,,512306.46554566664,,,,,1486083.1995503572,237897.75392298578,,,,9011.210511848572,3803.3318124329176,,,7765.4972229,686.2220137166335,,196.49995315,7507.996769579333,,,,50380
50382,15517.713521285714,42670.43461348125,36666.27185001182,55463.2982106,44879.83988407692,,,,,775914.5,,,2445284.8641000004,671784.0876800001,,,,8205.624576067501,4032.3475199130444,,,,,,362343.5638325218,17236.332866,,,93621.75,50382
50390,,9783.380972976154,34433.32327005,,1650.9995523400003,1827820.521165,1850135.6297900002,,,184999.87617,2535000.098187,583673.517077,,,,,,,,,,,,,93134.62026433332,,,,,50390
50393,,,-4423.4989454999995,,16840.221008068635,,,,1333333.0154666665,,3816806.2369999997,552191.8174133333,,,,,,1470.153309879231,,,,1242125.7038500002,,,29174.17495463079,5666.662450233333,,,,50393
50394,3.0,245821.36678016666,44596.746487050004,154.99991305,69.5,,,,,,113836.16399833334,21644.999500583333,,,,,,3659.5554366444444,,,,,133808.91556907693,,349231.772325619,4574.0,,,7983.999640420001,50394
50396,,,,498316.96021145454,23171.313407952635,941371.0,3183448.52876,,49712.0,,17335071.578125,4912659.567125,,,,,,4547.8747725875,3896.99989726,,5326.6244087,7135.665425233333,,74811.49483441666,477473.0365720643,52518.83324766666,,,,50396
50397,3135.4992524500003,,,,,1515148.6868691305,16474.650161333335,,3124.99769655,2901.4993082499996,31545.58493254,20633.59242682,,,,,,,,,,,,,187.49987648,,,,,50397
50414,3081.116943342323,4850.0611004318735,4.49999892715,,3776.4726493445264,1015271.5309737726,328052.90926142863,351.499765505,34018.991889,,4978049.508390999,1072704.4175993076,314843.05049912405,67398.56250230869,,,,,,,,6483.332560566666,115.499905794,,43541.07122474,1699.999797345,,,,50414
50417,,,2092.3333314103334,20150.443338555557,4019.1424030666662,12527.665475166667,2108670.8043,,,,5448980.41694375,1633827.811814375,102704.33333333333,28022.0,197.74995050249998,216.7499956525,,,,,,,,,62116.43157414348,,,,,50417
50424,,788.7785760738295,,330321.22222000005,59998.209378458334,251407.5941157714,16798.32527065889,,,,909512.4230462307,181154.9861454615,,,,,,,,,,884152.93736,,641835.2115816667,78308.5640335125,14032.193113601996,1661835.0594570832,,,50424
50438,9865.0,,35463.568224,1509918.2864272727,32272.211637785713,,5640020.0,,,,10115868.116533332,2449974.2653866666,,,,,,10431.713616064284,,,,,69985.61838612499,1260296.8420714284,461228.790685,46384.21890211111,,,34971.63412981819,50438
50441,,32.499992251500004,2229.99946835,1851602.55855,48528.48520087273,,31094569.633249998,,,,61202614.805653855,16392461.1187,,,,,,,1950.9160521062497,,,284539.59882696666,,1943645.6902420835,2664833.987089583,161378.05845985265,10005077.585225,,189860.7276714583,50441
50444,1708.3325783999999,164449.77581716666,5607.99965755,,7826.736583606955,931340.0341514443,709889.7001466666,,93160.477789,,13979633.669980776,3064906.5544960555,,,,,,,,,,,,,31264.12570383143,,,,,50444
50454,,,,,12997.496901,10396088.140689272,21136132.53855556,,,,52169413.79155555,13612718.0626,,,,,,8383.552183277778,4882.664685866665,4354.28398095,12664.37140505,,,1681412.5991500001,4474739.037514286,48679.7857961,10919832.1816375,,284788.93879745837,50454
50455,7399.999828800001,10129.69013266923,28384.809305450002,541407.8606953846,2553.8178715098184,,,,,,14054791.06575,2979339.6733,1765317.2904,376039.4328775,,,,2444.0,,985.1427806971429,,,,,24582.745563975,3691.6666666666665,,,,50455
